cisp,mes,ano,aisp,risp,total
22,7,2016,16,1,46
22,8,2016,16,1,58
22,9,2016,16,1,61
22,10,2016,16,1,128
22,11,2016,16,1,51
22,12,2016,16,1,75
23,1,2016,3,1,77
23,2,2016,3,1,3
23,3,2016,3,1,2
23,4,2016,3,1,21
23,5,2016,3,1,2
23,6,2016,3,1,68
23,7,2016,3,1,18
23,8,2016,3,1,0
23,9,2016,3,1,0
23,10,2016,3,1,0
23,11,2016,3,1,12
23,12,2016,3,1,3
24,1,2016,3,1,111
24,2,2016,3,1,15
24,3,2016,3,1,58
24,4,2016,3,1,68
24,5,2016,3,1,57
24,6,2016,3,1,164
24,7,2016,3,1,37
24,8,2016,3,1,0
24,9,2016,3,1,52
24,10,2016,3,1,48
24,11,2016,3,1,15
24,12,2016,3,1,15
25,1,2016,3,1,188
25,2,2016,3,1,72
25,3,2016,3,1,52
25,4,2016,3,1,267
25,5,2016,3,1,38
25,6,2016,3,1,35
25,7,2016,3,1,52
25,8,2016,3,1,10
25,9,2016,3,1,18
25,10,2016,3,1,43
25,11,2016,3,1,32
25,12,2016,3,1,120
26,1,2016,3,1,58
26,2,2016,3,1,104
26,3,2016,3,1,117
26,4,2016,3,1,71
26,5,2016,3,1,34
26,6,2016,3,1,8
26,7,2016,3,1,2
26,8,2016,3,1,1
26,9,2016,3,1,6
26,10,2016,3,1,18
26,11,2016,3,1,21
26,12,2016,3,1,28
27,1,2016,41,2,99
27,2,2016,41,2,17
27,3,2016,41,2,267
27,4,2016,41,2,138
27,5,2016,41,2,221
27,6,2016,41,2,61
27,7,2016,41,2,97
27,8,2016,41,2,422
27,9,2016,41,2,26
27,10,2016,41,2,42
27,11,2016,41,2,143
27,12,2016,41,2,86
28,1,2016,9,2,1
28,2,2016,9,2,345
28,3,2016,9,2,75
28,4,2016,9,2,21
28,5,2016,9,2,39
28,6,2016,9,2,41
28,7,2016,9,2,38
28,8,2016,9,2,42
28,9,2016,9,2,155
28,10,2016,9,2,79
28,11,2016,9,2,5
28,12,2016,9,2,0
29,1,2016,9,2,53
29,2,2016,9,2,310
29,3,2016,9,2,38
29,4,2016,9,2,76
29,5,2016,9,2,80
29,6,2016,9,2,79
29,7,2016,9,2,77
29,8,2016,9,2,94
29,9,2016,9,2,79
29,10,2016,9,2,20
29,11,2016,9,2,52
29,12,2016,9,2,173
30,1,2016,9,2,12
30,2,2016,9,2,12
30,3,2016,9,2,18
30,4,2016,9,2,15
30,5,2016,9,2,26
30,6,2016,9,2,3
30,7,2016,9,2,21
30,8,2016,9,2,22
30,9,2016,9,2,17
30,10,2016,9,2,52
30,11,2016,9,2,24
30,12,2016,9,2,24
31,1,2016,41,2,16
31,2,2016,41,2,44
31,3,2016,41,2,56
31,4,2016,41,2,53
31,5,2016,41,2,16
31,6,2016,41,2,55
31,7,2016,41,2,33
31,8,2016,41,2,55
31,9,2016,41,2,57
31,10,2016,41,2,113
31,11,2016,41,2,53
31,12,2016,41,2,29
32,1,2016,18,2,57
32,2,2016,18,2,58
32,3,2016,18,2,194
32,4,2016,18,2,56
32,5,2016,18,2,43
32,6,2016,18,2,11146
32,7,2016,18,2,50
32,8,2016,18,2,59
32,9,2016,18,2,104
32,10,2016,18,2,192
32,11,2016,18,2,514
32,12,2016,18,2,118
33,1,2016,14,2,77
33,2,2016,14,2,60
33,3,2016,14,2,97
33,4,2016,14,2,38
33,5,2016,14,2,124
33,6,2016,14,2,279
33,7,2016,14,2,74
33,8,2016,14,2,94
33,9,2016,14,2,85
33,10,2016,14,2,16
33,11,2016,14,2,60
33,12,2016,14,2,16
34,1,2016,14,2,74
34,2,2016,14,2,207
34,3,2016,14,2,243
34,4,2016,14,2,191
34,5,2016,14,2,378
34,6,2016,14,2,122
34,7,2016,14,2,234
34,8,2016,14,2,158
34,9,2016,14,2,105
34,10,2016,14,2,138
34,11,2016,14,2,150
34,12,2016,14,2,223
35,1,2016,40,2,92
35,2,2016,40,2,153
35,3,2016,40,2,345
35,4,2016,40,2,227
35,5,2016,40,2,249
35,6,2016,40,2,248
35,7,2016,40,2,105
35,8,2016,40,2,112
35,9,2016,40,2,143
35,10,2016,40,2,175
35,11,2016,40,2,219
35,12,2016,40,2,88
36,1,2016,27,2,366
36,2,2016,27,2,313
36,3,2016,27,2,179
36,4,2016,27,2,0
36,5,2016,27,2,16
36,6,2016,27,2,146
36,7,2016,27,2,454
36,8,2016,27,2,181
36,9,2016,27,2,101
36,10,2016,27,2,233
36,11,2016,27,2,27
36,12,2016,27,2,66
37,1,2016,17,1,7
37,2,2016,17,1,12
37,3,2016,17,1,95
37,4,2016,17,1,25
37,5,2016,17,1,806
37,6,2016,17,1,7094
37,7,2016,17,1,314
37,8,2016,17,1,277
37,9,2016,17,1,272
37,10,2016,17,1,23
37,11,2016,17,1,31
37,12,2016,17,1,52
38,1,2016,16,1,34
38,2,2016,16,1,132
38,3,2016,16,1,166
38,4,2016,16,1,260
38,5,2016,16,1,195
38,6,2016,16,1,594
38,7,2016,16,1,189
38,8,2016,16,1,106
38,9,2016,16,1,1315
38,10,2016,16,1,1053
38,11,2016,16,1,522
38,12,2016,16,1,172
39,1,2016,41,2,524
39,2,2016,41,2,82
39,3,2016,41,2,1192
39,4,2016,41,2,152
39,5,2016,41,2,407
39,6,2016,41,2,357
39,7,2016,41,2,3142
39,8,2016,41,2,204
39,9,2016,41,2,108
39,10,2016,41,2,996
39,11,2016,41,2,268
39,12,2016,41,2,186
40,1,2016,9,2,15
40,2,2016,9,2,42
40,3,2016,9,2,34
40,4,2016,9,2,183
40,5,2016,9,2,272
40,6,2016,9,2,71
40,7,2016,9,2,63
40,8,2016,9,2,213
40,9,2016,9,2,98
40,10,2016,9,2,46
40,11,2016,9,2,73
40,12,2016,9,2,46
41,1,2016,18,2,0
41,2,2016,18,2,4
41,3,2016,18,2,6
41,4,2016,18,2,408
41,5,2016,18,2,0
41,6,2016,18,2,204
41,7,2016,18,2,11
41,8,2016,18,2,120
41,9,2016,18,2,17
41,10,2016,18,2,47
41,11,2016,18,2,25
41,12,2016,18,2,13
42,1,2016,31,2,81
42,2,2016,31,2,20
42,3,2016,31,2,62
42,4,2016,31,2,7
42,5,2016,31,2,32
42,6,2016,31,2,14
42,7,2016,31,2,39
42,8,2016,31,2,0
42,9,2016,31,2,112
42,10,2016,31,2,22
42,11,2016,31,2,4
42,12,2016,31,2,110
43,1,2016,27,2,42
43,2,2016,27,2,0
43,3,2016,27,2,17
43,4,2016,27,2,62
43,5,2016,27,2,72
43,6,2016,27,2,13
43,7,2016,27,2,52
43,8,2016,27,2,4
43,9,2016,27,2,20
43,10,2016,27,2,7
43,11,2016,27,2,0
43,12,2016,27,2,35
44,1,2016,3,1,49
44,2,2016,3,1,77
44,3,2016,3,1,29
44,4,2016,3,1,68
44,5,2016,3,1,60
44,6,2016,3,1,221
44,7,2016,3,1,27
44,8,2016,3,1,69
44,9,2016,3,1,37
44,10,2016,3,1,21
44,11,2016,3,1,75
44,12,2016,3,1,89
45,1,2016,16,1,12
45,2,2016,16,1,19
45,3,2016,16,1,2
45,4,2016,16,1,220
45,5,2016,16,1,4
45,6,2016,16,1,14
45,7,2016,16,1,18
45,8,2016,16,1,97
45,9,2016,16,1,140
45,10,2016,16,1,25
45,11,2016,16,1,15
45,12,2016,16,1,31
48,1,2016,24,3,13
48,2,2016,24,3,53
48,3,2016,24,3,24
48,4,2016,24,3,82
48,5,2016,24,3,62
48,6,2016,24,3,81
48,7,2016,24,3,129
48,8,2016,24,3,99
48,9,2016,24,3,0
48,10,2016,24,3,49
48,11,2016,24,3,25
48,12,2016,24,3,60
50,1,2016,24,3,128
50,2,2016,24,3,176
50,3,2016,24,3,21
50,4,2016,24,3,68
50,5,2016,24,3,240
50,6,2016,24,3,316
50,7,2016,24,3,63
50,8,2016,24,3,58
50,9,2016,24,3,96
50,10,2016,24,3,47
50,11,2016,24,3,58
50,12,2016,24,3,75
51,1,2016,24,3,12
51,2,2016,24,3,184
51,3,2016,24,3,160
51,4,2016,24,3,11
51,5,2016,24,3,28
51,6,2016,24,3,49
51,7,2016,24,3,67
51,8,2016,24,3,2
51,9,2016,24,3,21
51,10,2016,24,3,7
51,11,2016,24,3,15
51,12,2016,24,3,0
52,1,2016,20,3,73
52,2,2016,20,3,48
52,3,2016,20,3,64
52,4,2016,20,3,52
52,5,2016,20,3,53
52,6,2016,20,3,98
52,7,2016,20,3,28
52,8,2016,20,3,327
52,9,2016,20,3,42
52,10,2016,20,3,112
52,11,2016,20,3,42
52,12,2016,20,3,163
53,1,2016,20,3,89
53,2,2016,20,3,73
53,3,2016,20,3,102
53,4,2016,20,3,95
53,5,2016,20,3,144
53,6,2016,20,3,47
53,7,2016,20,3,51
53,8,2016,20,3,30
53,9,2016,20,3,75
53,10,2016,20,3,64
53,11,2016,20,3,102
53,12,2016,20,3,80
54,1,2016,39,3,102
54,2,2016,39,3,173
54,3,2016,39,3,128
54,4,2016,39,3,122
54,5,2016,39,3,170
54,6,2016,39,3,235
54,7,2016,39,3,137
54,8,2016,39,3,172
54,9,2016,39,3,216
54,10,2016,39,3,103
54,11,2016,39,3,134
54,12,2016,39,3,211
55,1,2016,24,3,869
55,2,2016,24,3,21
55,3,2016,24,3,19
55,4,2016,24,3,13
55,5,2016,24,3,16
55,6,2016,24,3,35
55,7,2016,24,3,114
55,8,2016,24,3,189
55,9,2016,24,3,314
55,10,2016,24,3,142
55,11,2016,24,3,67
55,12,2016,24,3,62
56,1,2016,20,3,112
56,2,2016,20,3,85
56,3,2016,20,3,133
56,4,2016,20,3,94
56,5,2016,20,3,147
56,6,2016,20,3,167
56,7,2016,20,3,79
56,8,2016,20,3,93
56,9,2016,20,3,131
56,10,2016,20,3,42
56,11,2016,20,3,200
56,12,2016,20,3,54
57,1,2016,20,3,44
57,2,2016,20,3,43
57,3,2016,20,3,54
57,4,2016,20,3,153
57,5,2016,20,3,47
57,6,2016,20,3,53
57,7,2016,20,3,63
57,8,2016,20,3,29
57,9,2016,20,3,13
57,10,2016,20,3,427
57,11,2016,20,3,2
57,12,2016,20,3,26
58,1,2016,20,3,214
58,2,2016,20,3,1436
58,3,2016,20,3,106
58,4,2016,20,3,98
58,5,2016,20,3,120
58,6,2016,20,3,208
58,7,2016,20,3,47
58,8,2016,20,3,132
58,9,2016,20,3,74
58,10,2016,20,3,124
58,11,2016,20,3,158
58,12,2016,20,3,45
59,1,2016,15,3,258
59,2,2016,15,3,163
59,3,2016,15,3,108
59,4,2016,15,3,133
59,5,2016,15,3,139
59,6,2016,15,3,177
59,7,2016,15,3,96
59,8,2016,15,3,77
59,9,2016,15,3,119
59,10,2016,15,3,74
59,11,2016,15,3,228
59,12,2016,15,3,169
60,1,2016,15,3,56
60,2,2016,15,3,82
60,3,2016,15,3,39
60,4,2016,15,3,49
60,5,2016,15,3,149
60,6,2016,15,3,182
60,7,2016,15,3,49
60,8,2016,15,3,39
60,9,2016,15,3,93
60,10,2016,15,3,41
60,11,2016,15,3,43
60,12,2016,15,3,88
61,1,2016,15,3,6
61,2,2016,15,3,0
61,3,2016,15,3,8
61,4,2016,15,3,10
61,5,2016,15,3,14
61,6,2016,15,3,6
61,7,2016,15,3,0
61,8,2016,15,3,148
61,9,2016,15,3,9
61,10,2016,15,3,1
61,11,2016,15,3,18
61,12,2016,15,3,16
62,1,2016,15,3,74
62,2,2016,15,3,53
62,3,2016,15,3,58
62,4,2016,15,3,54
62,5,2016,15,3,128
62,6,2016,15,3,64
62,7,2016,15,3,36
62,8,2016,15,3,27
62,9,2016,15,3,18
62,10,2016,15,3,63
62,11,2016,15,3,14
62,12,2016,15,3,43
63,1,2016,24,3,153
63,2,2016,24,3,60
63,3,2016,24,3,55
63,4,2016,24,3,77
63,5,2016,24,3,49
63,6,2016,24,3,50
63,7,2016,24,3,26
63,8,2016,24,3,53
63,9,2016,24,3,78
63,10,2016,24,3,47
63,11,2016,24,3,81
63,12,2016,24,3,72
64,1,2016,21,3,324
64,2,2016,21,3,246
64,3,2016,21,3,367
64,4,2016,21,3,219
64,5,2016,21,3,733
64,6,2016,21,3,173
64,7,2016,21,3,161
64,8,2016,21,3,93
64,9,2016,21,3,119
64,10,2016,21,3,123
64,11,2016,21,3,108
64,12,2016,21,3,99
65,1,2016,34,3,28
65,2,2016,34,3,43
65,3,2016,34,3,33
65,4,2016,34,3,46
65,5,2016,34,3,57
65,6,2016,34,3,124
65,7,2016,34,3,92
65,8,2016,34,3,95
65,9,2016,34,3,42
65,10,2016,34,3,25
65,11,2016,34,3,95
65,12,2016,34,3,391
66,1,2016,34,3,35
66,2,2016,34,3,38
66,3,2016,34,3,1
66,4,2016,34,3,141
66,5,2016,34,3,16
66,6,2016,34,3,23
66,7,2016,34,3,19
66,8,2016,34,3,66
66,9,2016,34,3,53
66,10,2016,34,3,18
66,11,2016,34,3,63
66,12,2016,34,3,9
67,1,2016,34,3,0
67,2,2016,34,3,22
67,3,2016,34,3,0
67,4,2016,34,3,21
67,5,2016,34,3,25
67,6,2016,34,3,9
67,7,2016,34,3,20
67,8,2016,34,3,3
67,9,2016,34,3,4
67,10,2016,34,3,53
67,11,2016,34,3,1
67,12,2016,34,3,9
70,1,2016,35,4,1
70,2,2016,35,4,0
70,3,2016,35,4,8
70,4,2016,35,4,20
70,5,2016,35,4,0
70,6,2016,35,4,0
70,7,2016,35,4,0
70,8,2016,35,4,0
70,9,2016,35,4,0
70,10,2016,35,4,1
70,11,2016,35,4,1
70,12,2016,35,4,0
71,1,2016,35,4,22
71,2,2016,35,4,100
71,3,2016,35,4,22
71,4,2016,35,4,56
71,5,2016,35,4,66
71,6,2016,35,4,69
71,7,2016,35,4,74
71,8,2016,35,4,75
71,9,2016,35,4,64
71,10,2016,35,4,40
71,11,2016,35,4,191
71,12,2016,35,4,91
72,1,2016,7,4,267
72,2,2016,7,4,65
72,3,2016,7,4,167
72,4,2016,7,4,37
72,5,2016,7,4,61
72,6,2016,7,4,19
72,7,2016,7,4,51
72,8,2016,7,4,7
72,9,2016,7,4,84
72,10,2016,7,4,25
72,11,2016,7,4,76
72,12,2016,7,4,186
73,1,2016,7,4,863
73,2,2016,7,4,75
73,3,2016,7,4,164
73,4,2016,7,4,232
73,5,2016,7,4,183
73,6,2016,7,4,146
73,7,2016,7,4,186
73,8,2016,7,4,91
73,9,2016,7,4,68
73,10,2016,7,4,20
73,11,2016,7,4,91
73,12,2016,7,4,157
74,1,2016,7,4,126
74,2,2016,7,4,220
74,3,2016,7,4,145
74,4,2016,7,4,341
74,5,2016,7,4,163
74,6,2016,7,4,59
74,7,2016,7,4,92
74,8,2016,7,4,112
74,9,2016,7,4,28
74,10,2016,7,4,169
74,11,2016,7,4,83
74,12,2016,7,4,220
75,1,2016,7,4,510
75,2,2016,7,4,391
75,3,2016,7,4,45
75,4,2016,7,4,3
75,5,2016,7,4,27
75,6,2016,7,4,24
75,7,2016,7,4,34
75,8,2016,7,4,1
75,9,2016,7,4,22
75,10,2016,7,4,11
75,11,2016,7,4,55
75,12,2016,7,4,38
76,1,2016,12,4,38
76,2,2016,12,4,8
76,3,2016,12,4,314
76,4,2016,12,4,51
76,5,2016,12,4,149
76,6,2016,12,4,220
76,7,2016,12,4,31
76,8,2016,12,4,122
76,9,2016,12,4,107
76,10,2016,12,4,14
76,11,2016,12,4,25
76,12,2016,12,4,53
77,1,2016,12,4,38
77,2,2016,12,4,6
77,3,2016,12,4,64
77,4,2016,12,4,19
77,5,2016,12,4,120
77,6,2016,12,4,7
77,7,2016,12,4,28
77,8,2016,12,4,78
77,9,2016,12,4,36
77,10,2016,12,4,4
77,11,2016,12,4,8
77,12,2016,12,4,21
78,1,2016,12,4,139
78,2,2016,12,4,58
78,3,2016,12,4,118
78,4,2016,12,4,230
78,5,2016,12,4,160
78,6,2016,12,4,16
78,7,2016,12,4,68
78,8,2016,12,4,44
78,9,2016,12,4,10
78,10,2016,12,4,22
78,11,2016,12,4,76
78,12,2016,12,4,16
79,1,2016,12,4,96
79,2,2016,12,4,40
79,3,2016,12,4,15
79,4,2016,12,4,40
79,5,2016,12,4,5
79,6,2016,12,4,17
79,7,2016,12,4,23
79,8,2016,12,4,20
79,9,2016,12,4,24
79,10,2016,12,4,18
79,11,2016,12,4,1
79,12,2016,12,4,9
81,1,2016,12,4,14
81,2,2016,12,4,46
81,3,2016,12,4,146
81,4,2016,12,4,39
81,5,2016,12,4,32
81,6,2016,12,4,3
81,7,2016,12,4,3
81,8,2016,12,4,84
81,9,2016,12,4,30
81,10,2016,12,4,18
81,11,2016,12,4,66
81,12,2016,12,4,31
82,1,2016,12,4,44
82,2,2016,12,4,77
82,3,2016,12,4,69
82,4,2016,12,4,24
82,5,2016,12,4,30
82,6,2016,12,4,20
82,7,2016,12,4,21
82,8,2016,12,4,44
82,9,2016,12,4,49
82,10,2016,12,4,54
82,11,2016,12,4,0
82,12,2016,12,4,36
88,1,2016,10,5,79
88,2,2016,10,5,49
88,3,2016,10,5,142
88,4,2016,10,5,15
88,5,2016,10,5,52
88,6,2016,10,5,1
88,7,2016,10,5,37
88,8,2016,10,5,50
88,9,2016,10,5,148
88,10,2016,10,5,1
88,11,2016,10,5,55
88,12,2016,10,5,71
89,1,2016,37,5,30
89,2,2016,37,5,194
89,3,2016,37,5,49
89,4,2016,37,5,10
89,5,2016,37,5,51
89,6,2016,37,5,56
89,7,2016,37,5,151
89,8,2016,37,5,329
89,9,2016,37,5,48
89,10,2016,37,5,73
89,11,2016,37,5,278
89,12,2016,37,5,491
90,1,2016,28,5,51
90,2,2016,28,5,91
90,3,2016,28,5,68
90,4,2016,28,5,45
90,5,2016,28,5,88
90,6,2016,28,5,22
90,7,2016,28,5,45
90,8,2016,28,5,63
90,9,2016,28,5,21
90,10,2016,28,5,29
90,11,2016,28,5,52
90,12,2016,28,5,99
91,1,2016,10,5,7
91,2,2016,10,5,6
91,3,2016,10,5,38
91,4,2016,10,5,21
91,5,2016,10,5,4
91,6,2016,10,5,11
91,7,2016,10,5,8
91,8,2016,10,5,867
91,9,2016,10,5,11
91,10,2016,10,5,6
91,11,2016,10,5,48
91,12,2016,10,5,17
92,1,2016,10,5,0
92,2,2016,10,5,0
92,3,2016,10,5,8
92,4,2016,10,5,3
92,5,2016,10,5,0
92,6,2016,10,5,0
92,7,2016,10,5,4
92,8,2016,10,5,0
92,9,2016,10,5,25
92,10,2016,10,5,0
92,11,2016,10,5,0
92,12,2016,10,5,0
93,1,2016,28,5,53
93,2,2016,28,5,355
93,3,2016,28,5,62
93,4,2016,28,5,36
93,5,2016,28,5,126
93,6,2016,28,5,120
93,7,2016,28,5,87
93,8,2016,28,5,64
93,9,2016,28,5,114
93,10,2016,28,5,213
93,11,2016,28,5,76
93,12,2016,28,5,235
94,1,2016,10,5,0
94,2,2016,10,5,551
94,3,2016,10,5,244
94,4,2016,10,5,11
94,5,2016,10,5,17
94,6,2016,10,5,0
94,7,2016,10,5,7
94,8,2016,10,5,1
94,9,2016,10,5,6
94,10,2016,10,5,0
94,11,2016,10,5,44
94,12,2016,10,5,1509
95,1,2016,10,5,2
95,2,2016,10,5,0
95,3,2016,10,5,1
95,4,2016,10,5,0
95,5,2016,10,5,0
95,6,2016,10,5,9
95,7,2016,10,5,0
95,8,2016,10,5,117
95,9,2016,10,5,0
95,10,2016,10,5,73
95,11,2016,10,5,0
95,12,2016,10,5,0
96,1,2016,10,5,0
96,2,2016,10,5,32
96,3,2016,10,5,130
96,4,2016,10,5,0
96,5,2016,10,5,0
96,6,2016,10,5,1
96,7,2016,10,5,0
96,8,2016,10,5,3
96,9,2016,10,5,4
96,10,2016,10,5,2
96,11,2016,10,5,6
96,12,2016,10,5,18
97,1,2016,10,5,0
97,2,2016,10,5,19
97,3,2016,10,5,0
97,4,2016,10,5,0
97,5,2016,10,5,0
97,6,2016,10,5,3
97,7,2016,10,5,10
97,8,2016,10,5,0
97,9,2016,10,5,0
97,10,2016,10,5,100
97,11,2016,10,5,0
97,12,2016,10,5,0
98,1,2016,10,5,0
98,2,2016,10,5,0
98,3,2016,10,5,0
98,4,2016,10,5,0
98,5,2016,10,5,0
98,6,2016,10,5,0
98,7,2016,10,5,0
98,8,2016,10,5,487
98,9,2016,10,5,10
98,10,2016,10,5,10
98,11,2016,10,5,18
98,12,2016,10,5,0
99,1,2016,37,5,14
99,2,2016,37,5,4
99,3,2016,37,5,18
99,4,2016,37,5,23
99,5,2016,37,5,3
99,6,2016,37,5,10
99,7,2016,37,5,51
99,8,2016,37,5,6
99,9,2016,37,5,0
99,10,2016,37,5,28
99,11,2016,37,5,2
99,12,2016,37,5,90
100,1,2016,37,5,0
100,2,2016,37,5,50
100,3,2016,37,5,6
100,4,2016,37,5,7
100,5,2016,37,5,10
100,6,2016,37,5,9
100,7,2016,37,5,24
100,8,2016,37,5,0
100,9,2016,37,5,9
100,10,2016,37,5,4
100,11,2016,37,5,16
100,12,2016,37,5,0
101,1,2016,28,5,2
101,2,2016,28,5,55
101,3,2016,28,5,7
101,4,2016,28,5,5
101,5,2016,28,5,9
101,6,2016,28,5,5
101,7,2016,28,5,0
101,8,2016,28,5,25
101,9,2016,28,5,0
101,10,2016,28,5,44
101,11,2016,28,5,0
101,12,2016,28,5,2
104,1,2016,30,7,49
104,2,2016,30,7,120
104,3,2016,30,7,0
104,4,2016,30,7,5
104,5,2016,30,7,0
104,6,2016,30,7,0
104,7,2016,30,7,0
104,8,2016,30,7,0
104,9,2016,30,7,0
104,10,2016,30,7,0
104,11,2016,30,7,52
104,12,2016,30,7,20
105,1,2016,26,7,22
105,2,2016,26,7,38
105,3,2016,26,7,48
105,4,2016,26,7,59
105,5,2016,26,7,10
105,6,2016,26,7,167
105,7,2016,26,7,31
105,8,2016,26,7,3
105,9,2016,26,7,42
105,10,2016,26,7,3
105,11,2016,26,7,30
105,12,2016,26,7,48
106,1,2016,26,7,0
106,2,2016,26,7,15
106,3,2016,26,7,0
106,4,2016,26,7,44
106,5,2016,26,7,16
106,6,2016,26,7,0
106,7,2016,26,7,28
106,8,2016,26,7,5
106,9,2016,26,7,0
106,10,2016,26,7,9
106,11,2016,26,7,4
106,12,2016,26,7,0
107,1,2016,38,7,0
107,2,2016,38,7,582
107,3,2016,38,7,4
107,4,2016,38,7,9
107,5,2016,38,7,3
107,6,2016,38,7,0
107,7,2016,38,7,18
107,8,2016,38,7,10
107,9,2016,38,7,15
107,10,2016,38,7,8
107,11,2016,38,7,11
107,12,2016,38,7,11
108,1,2016,38,7,6
108,2,2016,38,7,21
108,3,2016,38,7,38
108,4,2016,38,7,58
108,5,2016,38,7,13
108,6,2016,38,7,26
108,7,2016,38,7,0
108,8,2016,38,7,85
108,9,2016,38,7,9
108,10,2016,38,7,17
108,11,2016,38,7,0
108,12,2016,38,7,23
109,1,2016,38,7,0
109,2,2016,38,7,0
109,3,2016,38,7,5
109,4,2016,38,7,64
109,5,2016,38,7,0
109,6,2016,38,7,0
109,7,2016,38,7,1
109,8,2016,38,7,0
109,9,2016,38,7,18
109,10,2016,38,7,10
109,11,2016,38,7,15
109,12,2016,38,7,0
110,1,2016,30,7,60
110,2,2016,30,7,179
110,3,2016,30,7,95
110,4,2016,30,7,49
110,5,2016,30,7,12
110,6,2016,30,7,55
110,7,2016,30,7,11
110,8,2016,30,7,57
110,9,2016,30,7,34
110,10,2016,30,7,50
110,11,2016,30,7,70
110,12,2016,30,7,51
111,1,2016,30,7,10
111,2,2016,30,7,9
111,3,2016,30,7,18
111,4,2016,30,7,2
111,5,2016,30,7,0
111,6,2016,30,7,1
111,7,2016,30,7,6
111,8,2016,30,7,1
111,9,2016,30,7,0
111,10,2016,30,7,0
111,11,2016,30,7,0
111,12,2016,30,7,0
112,1,2016,30,7,0
112,2,2016,30,7,0
112,3,2016,30,7,2
112,4,2016,30,7,0
112,5,2016,30,7,0
112,6,2016,30,7,27
112,7,2016,30,7,2
112,8,2016,30,7,6
112,9,2016,30,7,0
112,10,2016,30,7,0
112,11,2016,30,7,0
112,12,2016,30,7,0
118,1,2016,25,4,3268
118,2,2016,25,4,38
118,3,2016,25,4,136
118,4,2016,25,4,33
118,5,2016,25,4,209
118,6,2016,25,4,69
118,7,2016,25,4,21
118,8,2016,25,4,83
118,9,2016,25,4,596
118,10,2016,25,4,58
118,11,2016,25,4,36
118,12,2016,25,4,81
119,1,2016,35,4,0
119,2,2016,35,4,61
119,3,2016,35,4,7
119,4,2016,35,4,44
119,5,2016,35,4,4
119,6,2016,35,4,12
119,7,2016,35,4,19
119,8,2016,35,4,8
119,9,2016,35,4,0
119,10,2016,35,4,20
119,11,2016,35,4,6
119,12,2016,35,4,36
120,1,2016,35,4,1
120,2,2016,35,4,0
120,3,2016,35,4,6
120,4,2016,35,4,4
120,5,2016,35,4,12
120,6,2016,35,4,5
120,7,2016,35,4,0
120,8,2016,35,4,0
120,9,2016,35,4,0
120,10,2016,35,4,1
120,11,2016,35,4,1
120,12,2016,35,4,0
121,1,2016,32,6,2
121,2,2016,32,6,9
121,3,2016,32,6,47
121,4,2016,32,6,36
121,5,2016,32,6,426
121,6,2016,32,6,14
121,7,2016,32,6,28
121,8,2016,32,6,17
121,9,2016,32,6,18
121,10,2016,32,6,0
121,11,2016,32,6,25
121,12,2016,32,6,24
122,1,2016,32,6,1
122,2,2016,32,6,25
122,3,2016,32,6,12
122,4,2016,32,6,3
122,5,2016,32,6,11
122,6,2016,32,6,0
122,7,2016,32,6,15
122,8,2016,32,6,51
122,9,2016,32,6,1
122,10,2016,32,6,0
122,11,2016,32,6,10
122,12,2016,32,6,15
123,1,2016,32,6,161
123,2,2016,32,6,150
123,3,2016,32,6,141
123,4,2016,32,6,2440
123,5,2016,32,6,169
123,6,2016,32,6,296
123,7,2016,32,6,115
123,8,2016,32,6,281
123,9,2016,32,6,109
123,10,2016,32,6,88
123,11,2016,32,6,30
123,12,2016,32,6,82
124,1,2016,25,4,60
124,2,2016,25,4,58
124,3,2016,25,4,63
124,4,2016,25,4,8
124,5,2016,25,4,15
124,6,2016,25,4,32
124,7,2016,25,4,2
124,8,2016,25,4,3
124,9,2016,25,4,11
124,10,2016,25,4,6
124,11,2016,25,4,70
124,12,2016,25,4,34
125,1,2016,25,4,4
125,2,2016,25,4,37
125,3,2016,25,4,34
125,4,2016,25,4,6
125,5,2016,25,4,27
125,6,2016,25,4,29
125,7,2016,25,4,23
125,8,2016,25,4,124
125,9,2016,25,4,2
125,10,2016,25,4,14
125,11,2016,25,4,46
125,12,2016,25,4,39
126,1,2016,25,4,2662
126,2,2016,25,4,290
126,3,2016,25,4,660
126,4,2016,25,4,272
126,5,2016,25,4,463
126,6,2016,25,4,249
126,7,2016,25,4,221
126,8,2016,25,4,177
126,9,2016,25,4,79
126,10,2016,25,4,27
126,11,2016,25,4,219
126,12,2016,25,4,139
127,1,2016,25,4,0
127,2,2016,25,4,28
127,3,2016,25,4,4
127,4,2016,25,4,17
127,5,2016,25,4,162
127,6,2016,25,4,0
127,7,2016,25,4,0
127,8,2016,25,4,0
127,9,2016,25,4,46
127,10,2016,25,4,16
127,11,2016,25,4,0
127,12,2016,25,4,26
128,1,2016,32,6,89
128,2,2016,32,6,190
128,3,2016,32,6,156
128,4,2016,32,6,38
128,5,2016,32,6,131
128,6,2016,32,6,38
128,7,2016,32,6,388
128,8,2016,32,6,58
128,9,2016,32,6,98
128,10,2016,32,6,126
128,11,2016,32,6,13
128,12,2016,32,6,46
129,1,2016,25,4,0
129,2,2016,25,4,8
129,3,2016,25,4,7
129,4,2016,25,4,0
129,5,2016,25,4,4
129,6,2016,25,4,0
129,7,2016,25,4,4
129,8,2016,25,4,19
129,9,2016,25,4,5
129,10,2016,25,4,0
129,11,2016,25,4,0
129,12,2016,25,4,3
